Latitude,Longitude,NIMI1
24.7984477045553,60.2014682949452,Ilmeentie
24.8031471538772,60.201188609957505,Kirvunristi
24.8036687574545,60.199659562587996,Makslahdentie
24.8028643460278,60.1992066657779,Makslahdentie
24.815115387134103,60.206088234718706,Kurkijoentie
24.809810672774,60.200124864530494,Turvesuontie
24.8074168309729,60.1995650006565,Turvesuontie
24.807036343253003,60.1965514382648,Laajaranta
24.779464698595298,60.201652972382405,Turvesuo
24.796645882136396,60.201524004182396,Ilmeentie
24.802921382723397,60.20080401623179,Kirvunristi
24.796455388275103,60.2018482768586,Ilmeentie
24.775181936427302,60.202791058834705,Vehkaniitty
24.749299065004,60.22466103348639,Logen
24.787196640229503,60.2082763421255,Friisinmäenaukio
24.784897432056603,60.2086669437152,Friisinmäenaukio
24.7666030090036,60.208396900775,Nuijamäki
24.794416907554,60.2092745087536,Masalantie
24.796091403854604,60.2091567648581,Hirsalantie
24.7739351161928,60.207277250828106,Kellarikuja
24.775784373617803,60.2076883147513,Kellarikuja
24.768447622611298,60.2086106267089,Nuijamäki
24.770660524841105,60.214530776935604,Lansantorppa
24.771951226963395,60.2149541130363,Lansantorppa
24.767277708325,60.2118037926618,Nuijavuori
24.7702188668848,60.2118495869523,Nuijavuori
24.7626727658174,60.211570037870906,Nihtimäki
24.7642241743857,60.211579065110705,Nihtimäki
24.7559878556778,60.209516933874596,Nihtisillankuja
24.7584785743707,60.2095924800093,Nihtisillankuja
24.7526081058939,60.2084231498674,Kutojantie
24.7532935693367,60.2084282365759,Kutojantie
24.752505154662,60.2070773706398,Nihtisillanportti
24.753392168639998,60.20643505929421,Nihtisilta
24.7533547324118,60.2071623080289,Nihtisillanportti
24.7654640610925,60.2075058983726,Vitikka
24.7627660998291,60.2101513314006,Nihtitorppa
24.7619541532303,60.2101380439737,Nihtitorppa
24.783261808748804,60.2179844898577,Kilo
24.7832959596136,60.2179035063776,Kilo
24.7528052670392,60.2146691527356,Nihtimäentie
24.7514278563444,60.21202013745751,Kutojantie
24.779655550864803,60.2142628247377,Linkopolku
24.7767146068403,60.2119463672334,Vasamatie
24.790146265349197,60.2169383988259,Kilonpuiston koulu
24.7860523448248,60.2237753178586,Kilonkartano
24.7885740446916,60.22358982251921,Kilonkartano
24.7493388672431,60.21770461634811,Karamalmi
24.7643576871072,60.225849740717294,Kuninkainen
24.7667699502791,60.225602460740994,Kuninkainen
24.757535082421697,60.22578113786779,Karanristi
24.760613509370103,60.2254673369119,Karanristi
24.762205714465605,60.2202073951156,Karaniitty
24.764006412490502,60.2122983796476,Nihtimäki
24.763614338365503,60.2148317996108,Lansanportti
24.7652251721918,60.2158367828253,Lansanportti
24.765627002090202,60.2191465188682,Kelkkamäentie
24.7650586757166,60.2203076675293,Kelkkamäentie
24.76002343758,60.223361417659206,Karamalmens skola
24.7604981204235,60.22360104417479,Karamalmens skola
24.760390160173397,60.2204960556654,Karaniitty
24.761303583017302,60.220984486184996,Karaniitty
24.7542384331252,60.2189514216407,Karakorpi
24.7555548579135,60.218925983599206,Karakorpi
24.7511422773441,60.2176764718397,Karamalmi
24.7865269989402,60.2232519118649,Kilonkartano
24.774998005535696,60.21717132352679,Lansanpuro
24.7753526202281,60.21690895534861,Lansanpuro
24.7807215289527,60.21737115173529,Kilon asema
24.780729970763197,60.2169671923964,Kilon asema
24.7864328760983,60.217059186166104,Trillakatu
24.7869845213799,60.21674176430329,Trillakatu
24.7858193550358,60.21931573935289,Kilontie
24.7858457585455,60.2204196030815,Kilontie
24.7535047212638,60.216065399863794,Kera
24.7535930553408,60.215984116680204,Kera
24.757691415705498,60.22160652775,Karakaari
24.7807967559694,60.218259310465,Kilonkuja
24.788501771086803,60.222082322195995,Kilon talli
24.7825900549023,60.2223506757761,Kilon portti
24.771455046192496,60.2191756055863,Ruotutie
24.7742129951975,60.222902439540206,Kuninkaisten päiväk.
24.786106683504897,60.2298156850782,Leppälinnunkuja
24.776546974098395,60.233094236655205,Tatartie
24.777619191280102,60.2257817000939,Leppäsilta
24.779041307509498,60.2248757866317,Leppäsilta
24.7760438277053,60.231661059104994,Ratamotie
24.7817673366394,60.2332700447744,Nurmilinnuntie
24.779878198783397,60.2266839760318,Pääskyskuja
24.779266652527102,60.226768348903,Pääskyskuja
24.7736632750479,60.229439991295,Poutahaukanpolku
24.7747003325116,60.2290300353932,Poutahaukanpolku
24.767877260577997,60.2297428538349,Karakallionkuja
24.7691699660815,60.22945712305321,Karakallionkuja
24.7633092270371,60.22809970788939,Karakallion keskus
24.7613063573393,60.2281112080058,Karakallion keskus
24.784917316103,60.233664345445995,Heurlinintie
24.7776681007374,60.22937171502271,Rastaskukkula
24.7770775217095,60.2303445539691,Rastaspuisto
24.7731905241892,60.233122800245894,Rastasmäki
24.7731084068258,60.23270141855679,Rastasmäki
24.756380580265198,60.228148338043496,Karakalliontie
24.756820976543104,60.226898201628195,Karamäki
24.757806520959,60.22659638055389,Karamäki
24.772500832877398,60.230658485567595,Kalasääksenkuja
24.7764737512955,60.230760970800894,Rastaspuisto
24.7616094192005,60.22872879556021,Karatalo
24.7715216281638,60.231229651068794,Kalasääksenkatu
24.7627470083727,60.230310970032704,Kotkatie
24.7767550479369,60.2296822355214,Kalasääksentie
24.7717714809294,60.22726989541761,Tornihaukantie
24.7792600063278,60.2287699812834,Leppälinnunrinne
24.762429534172302,60.229074142137605,Hopeakotka
24.758688734862197,60.2296341152632,Karakallion koulu
24.7433838296525,60.236766622678395,Nuumäki
24.7593896640029,60.23653244194329,Olkiniitty
24.7594021078632,60.2362900262751,Olkiniitty
24.740746985953002,60.239904901810796,Lähderannanristi
24.7419354772155,60.2405714445475,Lähderannanristi
24.7641159787695,60.241056020900096,Veininkatu
24.7489236621081,60.2438083504597,Kuttulammentie
24.7636179254107,60.2374955237109,Vanha Rastaalantie
24.753366926092,60.233658615756795,Parrukuja
24.7533943716711,60.2332814797937,Parrukuja
24.7624695813352,60.2370174332685,Vanha Rastaalantie
24.752545915577503,60.23248745218449,Rastasniityntie
24.752494604328103,60.2318235396529,Rastasniityntie
24.7689467970936,60.237653262958005,Äraportti
24.767819984379802,60.2357838554851,Vanha Sveinsintie
24.752816837270103,60.243517068075704,Kuttulampi
24.7531191975664,60.243317888263505,Kuttulampi
24.7478330674044,60.2363556848195,Hirsikalliontie
24.749785083276898,60.241999373572504,Hirsipolku
24.7577970901637,60.2410473502229,Latvatie
24.7548202029477,60.2387754970819,Latvapolku
24.7516240331738,60.235580320755,Etelärinne
24.7428585296695,60.2414728299781,Lähdepuronpuisto
24.7471102341048,60.243459536228,Kuttulammentie
24.7515832371809,60.2464142312714,Laaksolahdenranta
24.7499965430096,60.245723096099795,Laaksolahdenranta
24.733488693856398,60.239047620745296,Lipparinne
24.7348262018708,60.239121007674704,Lipparinne
24.730518260788102,60.236981634165105,Kolkekannas
24.7316204422532,60.2370294203833,Kolkekannas
24.7382237564762,60.2400894905494,Lähderannanristi
24.739555745826603,60.241518190757596,Lähdeaukio
24.745541284008397,60.2451288571043,Laaksolahden tennisk
24.7446454048591,60.2438413828407,Lähderannan päiväk.
24.7746548492715,60.2531121905103,Jupperi
24.7743410926521,60.2528267970125,Jupperinympyrä
24.769756949095697,60.2383307246953,Äraportti
24.7652162517446,60.2410137825766,Veininkatu
24.7569216451298,60.249274091447,Pitkäjärvenranta
24.7549658651327,60.24903390290461,Pitkäjärvenranta
24.7629276492728,60.2505142794463,Huvilamäki
24.764409720236696,60.2505685883581,Huvilamäki
24.767749703098897,60.252075195658996,Kaivosmiehentie
24.769812625777195,60.2522517459441,Kaivosmiehentie
24.7724197232978,60.25329574520661,Jupperinympyrä
24.775136431627804,60.253620996946296,Jupperinympyrä
24.772905371052104,60.2386445389227,Luuvantie
24.773594061053902,60.242589850642794,Snällbacka
24.774369385812896,60.24331236609079,Snällbacka
24.775442131501396,60.2482158292826,Jupperinmetsä
24.7722001691489,60.238594787225104,Luuvantie
24.776159856434997,60.2487860833216,Jupperinmetsä
24.770711272076802,60.2543737784779,Kaivoskuja
24.772831790106398,60.2539216483459,Kaivoskuja
24.7665410611761,60.248267498705104,Laaksolahdenaukio
24.7686849974611,60.248829553856794,Laaksolahdenaukio
24.7662379880584,60.256167870894096,Rinnetie
24.7661701863839,60.2555848412396,Rinnetie
24.764589568189397,60.258286658403904,Jupperinaukio
24.767254717642302,60.24326390305,Veini
24.7695727272212,60.2466433137714,Jupperin koulu
24.7673216722113,60.243811035208,Veini
24.7693797736064,60.2461148642196,Jupperin koulu
24.759960272062504,60.2463665624464,Neljäs huvilatie
24.76921712445,60.25150123602221,Palokunnanpuisto
24.7584354460677,60.24601625037349,Neljäs huvilatie
24.750674394552398,60.2287820978034,Viherkalliontie
24.7473559644392,60.2257041948234,Rajamänty
24.747709462144698,60.22537907827729,Rajamänty
24.7361965529412,60.22536263938851,Kavallinmäki
24.7377241157318,60.2250848882776,Kavallinmäki
24.7221240669393,60.2246500683723,Kuusiniemi
24.7238640674875,60.2241828316547,Kuusiniemi
24.7412469868679,60.2268693844997,Viherlaaksontori
24.7407204934485,60.2267287115409,Viherlaaksontori
24.7414012189585,60.229704849091995,Humisevanristi
24.7408045246453,60.2296543254646,Humisevanristi
24.743665441869602,60.2316668431848,Kahiseva
24.7431250800775,60.2317147471631,Kahiseva
24.7372053158362,60.2309130063874,Humisevanportti
24.737973407697897,60.2305586868711,Humisevanportti
24.733086141498298,60.2299125832491,Honkavaarankuja
24.733083552638,60.228988099978196,Honkavaarantie
24.7296819164743,60.226152564686295,Viherlaaksonranta
24.7430299457097,60.22431928912021,Kavallinpelto
24.742259012178696,60.224539019067294,Kavallinpelto
24.730501432831602,60.22648913479279,Viherlaaksonranta
24.7305991115349,60.226012884866,Viherlaaksonranta
24.743797637755698,60.235112775407494,Nuumäki
24.742133342052398,60.227762004465106,Kievarinpolku
24.742268922490503,60.221783416910704,Kavallinkuja
24.7437399534265,60.22220601826329,Kavallinkuja
24.745393318453196,60.229072148078004,Viherkallionkuja
24.7311614469906,60.22857684085339,Honkavaarantie
24.744070226729303,60.2296181125801,Viherkallionkuja
24.747122524821897,60.2289277928475,Viherkalliontie
24.7374903889572,60.223515436586,Karhukallio
24.742156871097304,60.229601894472296,Viherkallion koulu
24.737641063559103,60.224600661136705,Estrada Viherlaakso
24.737896682818302,60.227947181783,Viherlaakson lukio
24.7055515023805,60.224281417737,Petas
24.6959873027348,60.223389456089,Ingas
24.6940443137048,60.22365992256479,Ingas
24.7082130133428,60.2272112710136,Linnustaja
24.706155084075398,60.225498901629706,Linnustaja
24.710973511229803,60.2280222801398,Kolkeranta
24.709658235563502,60.2281190736978,Kolkeranta
24.7159635462406,60.230104751531705,Riistatie
24.7151276061567,60.229839985991,Riistatie
24.716458923288396,60.2321305843213,Auroran koulu
24.715715309727003,60.231964056669504,Auroran koulu
24.717974042288297,60.23456378641729,Heiniemenpolku
24.716158515813497,60.234079928071004,Tammihaantie
24.7156945150634,60.235150535725296,Heiniemenpolku
24.7250706903056,60.2355215266407,Vilniemi
24.7219832792341,60.2354844949749,Vilniemi
24.706586266499702,60.2245721120427,Petas
24.7169510311753,60.2340038459251,Tammihaantie
24.719138740783603,60.2308774524765,Ansatie
24.7212347636649,60.232634294330396,Tammihaantie
24.710578531535603,60.2014204144473,Ymmersta
24.711931709920997,60.2014580399985,Ymmersta
24.723403088996395,60.2024282077646,Alasin
24.726015445841398,60.202324183433895,Palje
24.7400125377302,60.2041138190402,Stensinsilta
24.7358979972683,60.2055907700668,Oravamäki
24.735871126345895,60.2051959865314,Oravamäki
24.7296510922357,60.203641626957904,Vasaramäki
24.7259516490571,60.2027015132685,Palje
24.7029793578696,60.206954023224796,Koivuhovi
24.7029231494243,60.2068555881962,Koivuhovi
24.7191121294589,60.201634739327794,Peikin ratsastusk.
24.8145195532476,60.1733031327159,Sateenkaari
24.802813592169,60.1779252725078,Kulttuuriaukio
24.806396795012102,60.17635071130201,Tapionaukio
24.8080640035434,60.1782075409028,Tapiolan uimahalli
24.808121966135698,60.174697628337405,Tapiolanympyrä
24.8077425629741,60.174655060507796,Tapiolanympyrä
24.806948488178,60.1826843055268,Aarnivalkean koulu
24.8070675751815,60.1823963538871,Aarnivalkean koulu
24.8020162374583,60.1821756707995,Päivättärenpolku
24.802187232939502,60.18179765138411,Päivättärenpolku
24.810401595138302,60.1772777402505,Kontiontie
24.805684531837002,60.175224082817,Tapiola (M)
24.8043773855338,60.1748191284717,Tapiola (M)
24.805489225688,60.1753419553214,Tapiola (M)
24.8055349231982,60.175000595300105,Tapiola (M)
24.802813592169,60.1779252725078,Kulttuuriaukio
24.803636601313,60.174733861112394,Tapiola (M)
24.8033872988415,60.1741160377998,Tuulimäki
24.807993260430397,60.1782618270311,Tapiolan uimahalli
24.801595852741798,60.1752757873465,Länsituulenkuja
24.8050882912635,60.1751558970023,Tapiola (M)
24.8047446964717,60.1751041273444,Tapiola (M)
24.8043650735811,60.175052575329396,Tapiola (M)
24.804021480992603,60.1750008037918,Tapiola (M)
24.803659874945602,60.174949140531794,Tapiola (M)
24.803262460040102,60.17490666904389,Tapiola (M)
24.810761121812803,60.173586464551605,Sateentie
24.809879330886698,60.173627756182604,Sateentie
24.8111077656467,60.1708377303246,Tapiolansilta
24.810254121042103,60.1705557214517,Tapiolansilta
24.801719470041,60.17221427464371,Tuuliniitty
24.8025781879909,60.1719667321576,Tuuliniitty
24.8100667122009,60.170260662898905,Tapiolansolmu
24.811111846644103,60.1702722257763,Tapiolansolmu
24.8065727689848,60.17617909994411,Tapionaukio
24.806667904202598,60.17638496594461,Tapionaukio
